"差分更新方法","廃盤","品目区分","商品コード","商品名","商品名（カナ）","標準原価","通貨【標準取引通貨：仕入先マスタ】","単位容積","単位重量","関税率","消費税区分【消費税区分マスタ】","消費税率【消費税区分マスタ】","仕入先コード【仕入先マスタ 一覧】","仕入先名【仕入先マスタ 一覧】","仕入先ID","商品ID","消費税区分ID","食品検査対象","中分類ID","中分類名","大分類名","大分類ID","作成者","作成日時","更新者","更新日時"
,"false","SKU","5761004","Pig E Bank (Purple) (貯金箱)","PigEBank(Purple)(チョキンバコ)",,"USD",,,"0",,,"000576","The　Learning　Journey　Int'l","97","1521",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761005","Telly The Teaching Time Clock(時計)","TellyTheTeachingTimeClock(トケイ)","8.4","USD","0.0093",,"0",,,"000576","The　Learning　Journey　Int'l","97","1522",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761006","Match It ! Alphabet(アルファベット)","MatchIt!Alphabet(アルファベット)",,"USD",,,"0",,,"000576","The　Learning　Journey　Int'l","97","1523",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761007","Match It ! Animal Words(アニマル)","MatchIt!AnimalWords(アニマル)",,"USD",,,"0",,,"000576","The　Learning　Journey　Int'l","97","1524",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761008","Match It ! Numbers(数字)","MatchIt!Numbers(スウジ)",,"USD",,,"0",,,"000576","The　Learning　Journey　Int'l","97","1525",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761009","Match It ! Phonics(フォニックス)","MatchIt!Phonics(フォニックス)",,"USD",,,"0",,,"000576","The　Learning　Journey　Int'l","97","1526",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761010","Match It ! Speling(スペル)","MatchIt!Speling(スペル)","3.15","USD","0.159",,"0",,,"000576","The　Learning　Journey　Int'l","97","1527",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761011","Match It ! Foods (フーズ)","MatchIt!Foods(フーズ)",,"USD",,,"0",,,"000576","The　Learning　Journey　Int'l","97","1528",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761012","Match It ! Color & Shapes(色と形)","MatchIt!Color&Shapes(ショクトカタチ)",,"USD",,,"0",,,"000576","The　Learning　Journey　Int'l","97","1529",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761013","Match It ! ABCs(エービーシー)","MatchIt!ABCs(エービーシー)","3.15","USD","0.159",,"0",,,"000576","The　Learning　Journey　Int'l","97","1530",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761014","LJ Match-It 7つセット","LJMatch-It7ツセット",,"USD",,,"0",,,"000576","The　Learning　Journey　Int'l","97","1531",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761015","LJ e-toy 5つセット","LJe-toy5ツセット",,"USD",,,"0",,,"000576","The　Learning　Journey　Int'l","97","1532",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761016","Jumbo The Jet","JumboTheJet",,"USD",,,"0",,,"000576","The　Learning　Journey　Int'l","97","1533",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761017","Learn to Write Pencil Box","LearntoWritePencilBox",,"USD",,,"0",,,"000576","The　Learning　Journey　Int'l","97","1534",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761018","Chatterbox Telephone (NEW)","ChatterboxTelephone(NEW)",,"USD",,,"0",,,"000576","The　Learning　Journey　Int'l","97","1535",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761019","ABC-123 Penguin Pal","ABC-123PenguinPal","5.2","USD","0.0055",,"0",,,"000576","The　Learning　Journey　Int'l","97","1536",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761020","Colors & shapes Monkey","Colors&shapesMonkey","5.2","USD","0.0055",,"0",,,"000576","The　Learning　Journey　Int'l","97","1537",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761021","Barnyard Bessie Cow","BarnyardBessieCow","5.2","USD","0.0055",,"0",,,"000576","The　Learning　Journey　Int'l","97","1538",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761022","Safari Sam Elephant","SafariSamElephant","5.2","USD","0.0055",,"0",,,"000576","The　Learning　Journey　Int'l","97","1539",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761023","New Telly Time Clock-Primary","NewTellyTimeClock-Primary","10.95","USD","0.0093",,"0.039",,,"000576","The　Learning　Journey　Int'l","97","1540",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761024","New Chatterbox Telephone(バイリンガル)","NewChatterboxTelephone(バイリンガル)","9.75","USD","0.009",,"0",,,"000576","The　Learning　Journey　Int'l","97","1541",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761025","New Jumbo the Jet(バイリンガル)","NewJumbotheJet(バイリンガル)","10.4","USD","0.015",,"0",,,"000576","The　Learning　Journey　Int'l","97","1542",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761026","New ABC&1-2-3 Penguin Pal(バイリンガル)","NewABC&1-2-3PenguinPal(バイリンガル)","5.2","USD","0.0055",,"0",,,"000576","The　Learning　Journey　Int'l","97","1543",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761027","New Colors&Shapes Moneky(バイリンガル)","NewColors&ShapesMoneky(バイリンガル)","5.2","USD","0.005",,"0",,,"000576","The　Learning　Journey　Int'l","97","1544",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761028","Talking Clock (おしゃべり時計)","TalkingClock(オシャベリトケイ)","12.55","USD","0.0093",,"0",,,"000576","The　Learning　Journey　Int'l","97","1545",,"false","38","玩具（室内）","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:41"
,"false","SKU","5761029","マッチイット! ABC&ナンバーズ","マッチイット!ABC&ナンバーズ",,"USD",,,"0",,,"000576","The　Learning　Journey　Int'l","97","1546",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761030","New Telly the teaching time clock","NewTellytheteachingtimeclock","10.95","USD","0.0093",,"0",,,"000576","The　Learning　Journey　Int'l","97","1547",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761031","Alphabet Express Remote Control Train","AlphabetExpressRemoteControlTrain","15.95","USD","0.012937853",,"0.039",,,"000576","The　Learning　Journey　Int'l","97","1548",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761032","ABC Melody Maker","ABCMelodyMaker","10.95","USD","0.008898305",,"0.039",,,"000576","The　Learning　Journey　Int'l","97","1549",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5761033","スマート バイリンガルクロック","スマートバイリンガルクロック","11.95","USD","0.007627119",,"0",,,"000576","The　Learning　Journey　Int'l","97","1550",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780001","ソフトにぎにぎ(ドッグ) ","ソフトニぎにぎ(ドッグ)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1551",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780002","ソフトにぎにぎ(ドンキー)","ソフトニぎにぎ(ドンキー)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1552",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780003","ソフトにぎにぎ(ベアー)","ソフトニぎにぎ(ベアー)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1553",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780004","ミニミュージカル(ドッグ)","ミニミュージカル(ドッグ)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1554",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780005","ミニミュージカル(ドンキー)","ミニミュージカル(ドンキー)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1555",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780006","ミニミュージカル(ベアー)","ミニミュージカル(ベアー)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1556",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780007","アクティビティスパイラル(ドッグ)","アクティビティスパイラル(ドッグ)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1557",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780008","アクティビティスパイラル(ドンキー)","アクティビティスパイラル(ドンキー)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1558",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780009","アクティビティスパイラル(ベアー)","アクティビティスパイラル(ベアー)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1559",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780010","ソフトアニマルブック(ドッグ)","ソフトアニマルブック(ドッグ)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1560",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780011","ソフトアニマルブック(ビーグル)","ソフトアニマルブック(ビーグル)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1561",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780012","ソフトアニマルブック(ベアー)","ソフトアニマルブック(ベアー)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1562",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780013","アクティビティボール(ドット)","アクティビティボール(ドット)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1563",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780014","アクティビティボール(フラワー)","アクティビティボール(フラワー)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1564",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780015","アクティビティボール(ストライプ)","アクティビティボール(ストライプ)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1565",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780016","リストラトル(ドンキー&レディバグ)","リストラトル(ドンキー&レディバグ)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1566",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780017","リストラトル(ベアー&バード)","リストラトル(ベアー&バード)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1567",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780018","リストラトル(ドッグ&フロッグ)","リストラトル(ドッグ&フロッグ)",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1568",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780020","ソフトにぎにぎ キャット","ソフトニぎにぎキャット",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1569",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780021","ソフトにぎにぎ ラビット","ソフトニぎにぎラビット",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1570",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780022","ソフトにぎにぎ ビー","ソフトニぎにぎビー",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1571",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780023","ソフトパペット ラビット","ソフトパペットラビット",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1572",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780024","ソフトパペット ウルフ","ソフトパペットウルフ",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1573",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780025","3D アクティビティネスト","3Dアクティビティネスト",,"USD",,,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1574",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5780100","MOOMIN BABY スパイラル アクティビティ トイ","MOOMINBABYスパイラルアクティビティトイ","7.8","USD","0.0036",,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1575",,"false","26","ムーミン","ライセンス","5","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:41"
,"false","SKU","5780101","MOOMIN BABY ムーミンハウスであそぼう","MOOMINBABYムーミンハウスデアソボウ","5.6","USD","0.0028",,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1576",,"false","26","ムーミン","ライセンス","5","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:41"
,"false","SKU","5780102","MOOMIN BABY ネックサポート","MOOMINBABYネックサポート","5.4","USD","0.0037",,"0.038",,,"000578","Fehn(ﾌｪｰﾝ）","98","1577",,"false","26","ムーミン","ライセンス","5","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:41"
,"false","SKU","5780103","MOOMIN BABY ミュージカル トイ","MOOMINBABYミュージカルトイ","6.7","USD","0.0045",,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1578",,"false","26","ムーミン","ライセンス","5","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:41"
,"false","SKU","5780104","MOOMIN BABY アクティビティ プレイジム","MOOMINBABYアクティビティプレイジム","26.96","USD","0.0453",,"0",,,"000578","Fehn(ﾌｪｰﾝ）","98","1579",,"false","26","ムーミン","ライセンス","5","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:41"
,"false","SKU","5830001","デジタルカラースマートビデオモニターⅢ","デジタルカラースマートビデオモニターⅢ","43","USD","0.005",,"0",,,"000583","Vtech","99","1580",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49"
,"false","SKU","5830002","デジタル2wayスマートベビーモニターⅢ","デジタル2wayスマートベビーモニターⅢ","15.74","USD","0.006",,"0",,,"000583","Vtech","99","1581",,"false","40","ソノ他（室内）","室内用品","8","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:49","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:41"
